"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",10,0.385111865598198,100,4,0.005,0.2,4
"2",1,6.19111835825086,500,4,0.01,0.5,4
"3",1,2.13534018031016e-05,500,4,5e-06,0.5,3
"4",15,0.000106157397243608,100,10,5e-05,0.3,2
"5",6,0.937503609202126,100,10,0.005,0.3,5
"6",2,2.53189381517842e-06,200,5,5e-06,0.5,5
"7",62,3.25099405302595e-06,200,5,5e-06,0.1,2
"8",76,0.000374859423970682,200,5,5e-05,0.2,4
"9",142,2.00689766493258e-05,500,5,5e-06,0.2,5
"10",29,0.855292792036916,100,4,0.01,0.2,4
