"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",41,165.98496429037,200,5,0.01,0.3,5
"2",103,284.439904173062,1000,4,0.01,0.5,2
"3",692,1.25389590605787,1000,4,1e-04,0.2,4
"4",85,91.9626605058841,200,10,0.005,0.1,5
"5",44,0.0252930421084134,100,5,1e-04,0.5,3
"6",66,16.7959140824469,100,4,0.005,0.3,5
"7",58,0.0244902258141561,100,5,1e-04,0.5,5
"8",70,421.140525642124,500,10,0.01,0.1,5
"9",801,0.00324293154066301,1000,4,5e-06,0.3,5
"10",382,0.684739172062086,1000,10,5e-05,0.1,4
