"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.0644900724623649,500,5,1e-04,0.1,5
"2",28,2.65664131295808e-06,100,5,5e-06,0.1,4
"3",1,9.77745772083058,500,4,0.01,0.5,3
"4",91,0.0161660806705839,500,4,1e-04,0.2,4
"5",21,2.75400357382539,200,4,0.005,0.3,4
"6",1,4.67571932492852,100,4,0.01,0.2,2
"7",1,0.00034608520996044,1000,4,5e-06,0.3,2
"8",1,31.3195547806605,500,5,0.01,0.5,3
"9",1,82.2384296737746,1000,10,0.01,0.3,5
"10",1,0.000794616646082993,100,4,1e-04,0.2,2
