"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,1.75324954477737e-06,100,5,5e-06,0.5,3
"2",1,7.50209908103273e-05,500,5,5e-06,0.5,4
"3",7,5.00064027225982,500,4,0.01,0.2,2
"4",1,0.0135610574382516,500,4,1e-04,0.1,3
"5",1,6.3281151780996,100,10,0.01,0.5,3
"6",53,0.0173608031097137,1000,4,1e-04,0.5,3
"7",1,6.41367168239201,500,5,0.005,0.3,2
"8",56,0.000178950124352136,1000,5,5e-06,0.3,3
"9",1,1.79191967189368,100,4,0.005,0.5,5
"10",1,0.0100853532694403,200,10,1e-04,0.2,5
