"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.241134989422093,200,10,0.01,0.1,2
"2",172,8.12528794940861e-07,500,5,5e-06,0.3,3
"3",192,0.000202161676862976,500,4,5e-05,0.3,5
"4",21,0.117899010843172,100,10,0.01,0.3,3
"5",260,0.000861401918967264,1000,5,5e-05,0.1,5
"6",1,0.000936155822936316,500,4,1e-04,0.5,4
"7",55,0.152829382464554,200,5,0.01,0.2,5
"8",314,6.72449560525129e-06,1000,5,5e-06,0.3,4
"9",6,3.78353242312701e-07,200,4,5e-06,0.1,5
"10",1,6.01880936923012e-06,100,10,5e-05,0.5,2
