"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",18,0.0551164814829219,200,4,0.005,0.3,5
"2",1,9.98887334406116e-05,200,10,5e-05,0.1,3
"3",161,3.4620707980545e-06,1000,4,5e-06,0.3,2
"4",1,0.0627996012352484,100,10,0.005,0.2,4
"5",21,3.81461263170068e-08,100,4,5e-06,0.1,4
"6",1,0.000491577564110952,500,10,5e-05,0.2,5
"7",2,0.0878825500267097,200,5,0.005,0.3,4
"8",1,0.17626218655995,500,5,0.005,0.5,2
"9",1,6.29902844558139e-06,100,5,5e-05,0.1,2
"10",1,0.00309126240188373,1000,5,1e-04,0.2,5
