"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.000129221453393147,100,10,5e-06,0.3,4
"2",1,0.00135010436925483,200,10,5e-06,0.2,2
"3",53,3.23534059574555,1000,10,5e-05,0.1,2
"4",138,0.0124044970951197,1000,5,5e-06,0.1,3
"5",59,0.00578014955391639,500,10,5e-06,0.5,5
"6",1,0.229948069054411,500,4,5e-05,0.5,3
"7",1,0.0464194635493406,100,10,5e-05,0.5,5
"8",1,9.97845846216553e-05,100,5,5e-06,0.2,3
"9",1,0.119150085536217,100,10,1e-04,0.3,3
"10",1,72.2789368893645,100,5,0.01,0.1,3
