"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.00174281512562533,100,5,1e-04,0.5,5
"2",1,0.00121547568513695,100,5,1e-04,0.3,3
"3",1,99.1710064550803,5000,10,0.005,0.1,3
"4",1,0.000249177098683177,100,4,5e-05,0.1,5
"5",1,0.631470349783369,100,4,0.005,0.1,2
"6",1,24.8260619178777,5000,4,0.005,0.5,2
"7",1,33.415604319624,5000,5,0.005,0.5,4
"8",1,20.4429906892184,500,5,0.01,0.3,5
"9",1,0.0154621744978146,500,5,5e-05,0.3,4
"10",1,20.6081223369729,1000,5,0.01,0.2,4
