"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",65,26.4791432295825,1000,5,0.005,0.5,4
"2",1,0.00602614823765359,200,4,1e-04,0.3,3
"3",759,0.322155837880242,5000,5,5e-05,0.5,2
"4",1,0.0649952250471129,1000,5,5e-05,0.1,5
"5",1,13.2058016904646,200,4,0.01,0.3,3
"6",46,3.41127003942459e-06,100,5,5e-06,0.1,4
"7",1,8.56405832305764,100,10,0.01,0.2,2
"8",14,76.1140597204541,1000,10,0.01,0.2,3
"9",1,18.2554220630083,200,4,0.01,0.2,5
"10",7,19.5843068584985,500,4,0.01,0.3,4
