"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",7,0.00808672488955237,500,5,5e-05,0.5,2
"2",233,0.0251921727122445,500,4,1e-04,0.2,5
"3",1,3.3504966003004e-05,200,10,5e-06,0.5,5
"4",1,0.0577859689294701,1000,10,5e-05,0.2,3
"5",42,0.000245448575626902,100,10,5e-05,0.2,4
"6",94,4.66337081382273e-05,500,4,5e-06,0.5,2
"7",35,13.8992207272842,1000,5,0.005,0.3,2
"8",188,0.000337481523806762,1000,10,5e-06,0.2,2
"9",285,0.0197294062261743,1000,5,5e-05,0.1,2
"10",10,7.65750189510448e-06,100,10,5e-06,0.3,2
