"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,16.4665887127831,1000,10,0.01,0.3,3
"2",1,0.405592250312914,5000,10,5e-05,0.2,3
"3",1,0.00852020040858465,1000,4,5e-05,0.2,3
"4",1,22.3896725463941,1000,10,0.01,0.5,5
"5",1,0.92310871397172,100,4,0.005,0.5,5
"6",1,0.000743225220688914,100,10,1e-04,0.3,3
"7",1,38.8383731250586,5000,5,0.01,0.3,5
"8",1,14.0249515992733,1000,10,0.005,0.3,2
"9",1,0.00125760900267333,100,10,1e-04,0.3,4
"10",1,0.229671896364289,5000,4,5e-05,0.5,5
