"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",58,0.466907424637462,5000,10,5e-05,0.2,4
"2",127,0.0104205292097102,1000,10,5e-05,0.2,3
"3",1,0.00841244598073048,500,4,1e-04,0.3,3
"4",1,0.00268404922371101,5000,5,5e-06,0.5,4
"5",1,3.53785349273643,200,4,0.01,0.5,5
"6",1,0.703934911235625,100,4,0.005,0.2,4
"7",9,6.91146824595218e-05,100,4,5e-05,0.3,5
"8",1,0.00301191663673957,500,4,5e-05,0.2,4
"9",1,0.00709947819640587,5000,10,5e-06,0.5,5
"10",33,12.0875703027889,5000,4,0.005,0.5,4
