"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.00599782563996846,100,5,5e-05,0.3,5
"2",1,0.0222785229910842,100,10,1e-04,0.5,4
"3",11,53.8385969868577,200,4,0.01,0.2,2
"4",2,58.2048593696438,200,4,0.01,0.5,2
"5",4,41.1157909902625,200,5,0.005,0.3,3
"6",1,0.339614965963989,1000,5,5e-05,0.3,3
"7",1,1.83020026260846,1000,10,1e-04,0.3,2
"8",1,323.044759710187,1000,4,0.01,0.5,2
"9",1,0.671772619700891,1000,10,5e-05,0.1,2
"10",57,0.665321475415191,1000,4,1e-04,0.1,3
