"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",9,40.9148164394067,500,10,0.005,0.5,4
"2",1,0.000996787522883762,1000,4,5e-06,0.2,2
"3",3,87.5879424028589,500,10,0.01,0.1,3
"4",1,89.2239120159596,1000,10,0.005,0.5,4
"5",82,0.750719576988029,1000,10,1e-04,0.1,2
"6",1,13.7867264544806,200,5,0.005,0.1,5
"7",43,8.54465898008159e-05,200,10,5e-06,0.3,4
"8",1,0.209230239835303,500,10,1e-04,0.2,4
"9",2,91.4860224517624,1000,5,0.01,0.1,4
"10",5,3.87361890970771,100,5,0.005,0.3,2
