"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",9,7.07585097383366,500,10,0.005,0.3,2
"2",1,0.868239430590192,100,5,0.005,0.1,3
"3",1,8.90353735227426e-05,500,10,5e-06,0.3,3
"4",1,0.00257010600876172,200,4,1e-04,0.1,3
"5",1,3.10466474195618e-06,100,5,5e-06,0.1,4
"6",1,1.31182109065959,100,10,0.005,0.5,3
"7",1,0.0189958490837235,500,4,1e-04,0.3,5
"8",1,0.00605730840490628,500,4,5e-05,0.2,5
"9",1,6.87433765667163,500,4,0.005,0.1,4
"10",1,8.63858342881405,1000,4,0.01,0.1,3
