"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",26,2.7370486367804,100,5,0.005,0.5,3
"2",12,0.00145373535228143,1000,5,5e-06,0.2,4
"3",14,0.0134821933451164,200,5,1e-04,0.2,3
"4",1,0.00121645682359449,100,5,5e-05,0.5,2
"5",1,192.472817545952,5000,4,0.005,0.2,4
"6",11,6.85897781694529,100,4,0.01,0.2,2
"7",1,70.4658227385781,500,10,0.005,0.1,5
"8",1,0.00127579042255053,1000,5,5e-06,0.3,4
"9",12,0.0160505140015979,200,4,1e-04,0.2,2
"10",665,0.0290042981757524,5000,5,5e-06,0.3,4
