"maxterms","eps","degree","sum_rsstesthat"
3,5e-06,21,48.7592181463004
3,5e-05,32,80.6463704740305
3,0.1,32,95.386265370922
3,5e-05,40,102.912026429673
3,0.5,27,106.271632177648
5,5e-06,2,220.31106039229
7,5e-06,2,269.723869223639
11,0.1,5,281.462060599061
7,0.005,2,287.408850607888
7,0.005,2,310.789378244302
7,0.01,21,357.033258638372
7,5e-05,40,369.480678009483
7,5e-06,27,424.355234620288
11,0.005,21,472.146827743412
11,0.5,5,475.52432038245
7,5e-05,21,477.450307466559
11,0.005,5,492.97203605969
15,0.005,13,575.919848473946
7,1e-04,5,778.608775477732
11,1e-04,27,872.760659376735
21,0.01,5,967.607833066786
21,0.005,2,1013.87101971824
15,5e-05,32,1218.65076772113
21,0.5,13,1324.50977706417
21,0.5,40,1937.90321343896
21,1e-04,27,2075.96693920634
51,5e-06,2,2993.51869680447
55,1e-04,21,3862.429338099
51,5e-05,27,4144.81407592621
7,1e-04,32,4746.95423779106
101,1,2,13880.6930841784
101,0.01,32,15279.9303047205
7,1e-04,32,16196.4312765885
101,5e-06,13,18124.9010147736
11,0.01,2,NA
