"maxterms","eps","degree","sum_rsstesthat"
3,0.01,48,1.29134308584468
3,1,25,1.32787345423746
3,0.2,48,1.48236912416083
3,0.005,6,1.63658254165869
3,1,48,1.820969945775
5,1e-04,25,2.46168827322436
5,5e-06,38,2.88395372764576
5,5e-06,32,3.42889800367782
5,0.1,25,3.60669890717879
7,1,38,4.48072107550919
11,5e-05,32,7.9589606246038
11,1e-04,38,11.375731309629
21,0.005,6,12.8804435164869
11,0.2,32,12.9836938450142
15,0.1,25,22.5866099447753
65,5e-06,25,28.1175779002332
21,0.5,6,40.648791793654
51,0.005,3,44.203883370822
5,0.5,48,44.5927666291201
65,5e-05,16,45.550608307513
65,0.005,16,47.6071523303634
11,5e-06,32,89.1046906932919
65,0.5,3,224.780875660981
21,0.2,3,568.577623631123
51,0.1,6,782.074000297741
101,1e-04,48,2074.58630452072
