"num_trees","mtry","min_node_size","mean_Z_cv_error"
1e+05,26,93,47.0285476645584
500,26,10,48.4422912611363
50000,31,93,48.5252704270645
50000,26,93,48.8952309512229
5000,31,93,49.0256940079412
1000,26,10,49.0857318377151
10000,31,4,49.2887706260271
50000,26,4,49.3166398276344
50000,26,4,49.3496868689156
1000,26,93,49.4369279239668
500,26,5,49.5173962822744
500,31,4,49.5615262292025
1e+05,31,25,49.5971885808779
500,26,93,49.6621127066678
10000,26,4,49.795924157142
1000,31,93,49.9101494508062
1000,31,93,49.9253898239103
500,26,93,49.9346149287803
10000,26,25,50.3131505309064
500,26,4,50.5408313473048
50000,26,93,50.7008297759079
500,31,93,50.743451639347
5000,26,25,50.8955763210068
1e+05,31,93,51.1855311936937
10000,31,25,51.2345629490609
50000,26,25,51.2523928515842
10000,26,25,51.3723427724312
10000,31,25,51.4053580225317
50000,26,25,51.4877250113504
50000,26,5,51.50388547327
1e+05,31,4,51.5291313013783
1e+05,26,5,51.5471094487221
500,31,4,51.7034103650829
10000,31,5,51.8863869384573
500,26,4,52.0062285351623
1e+05,26,10,52.0616775624621
500,31,5,52.1978369688683
1e+05,31,25,52.3095020666458
1000,31,25,52.3571351715029
5000,31,93,52.6282297500696
1e+05,26,93,52.6406907297856
5000,26,93,53.1583969915915
1000,31,10,53.2582856949603
10000,26,25,53.2720470440396
1e+05,31,25,53.2900402640001
50000,31,4,53.4581765146247
50000,31,10,53.7317454526335
500,26,4,53.8125811721461
10000,31,5,54.2021204565281
50000,26,25,55.0984543783382
