"num_trees","mtry","min_node_size","mean_Z_cv_error"
1000,26,25,350.272426463321
5000,26,4,379.983567275827
1e+05,27,25,392.201205461275
1e+05,26,4,399.258890061778
5000,27,10,400.866963333845
500,27,5,421.116126797329
50000,26,25,423.388494723391
1000,26,25,435.648688382671
50000,27,4,439.46142360423
1000,26,25,445.024430489709
10000,27,93,445.728027536799
5000,26,10,453.687446299643
5000,26,10,463.222264807618
1000,26,4,465.10982537539
1e+05,27,93,468.328907795687
50000,27,25,475.107577277986
500,26,25,482.746183221972
5000,27,5,485.231228830189
1000,27,10,487.249775860228
500,27,25,487.450351894339
1e+05,27,4,505.635151897246
10000,26,5,507.43670147334
50000,26,25,508.033648449998
10000,27,25,521.025827928138
500,26,5,523.145985044072
500,27,4,534.090454919565
1000,27,4,534.706111193368
500,27,93,536.125875916625
50000,27,93,540.093133577794
1e+05,27,93,542.271488619244
50000,27,25,550.121559515244
5000,27,4,557.688858130649
500,26,4,559.332108050939
1e+05,26,4,562.153612216334
50000,26,4,562.59626638023
1e+05,26,5,566.413980615394
5000,27,25,570.3312343256
1e+05,26,93,575.783143420231
1000,27,4,583.609686160294
50000,26,93,585.0787975695
1e+05,26,93,587.006197677928
500,26,4,593.830894183203
50000,27,10,617.343356024855
50000,26,25,620.840906461242
500,26,4,625.049878851831
1000,26,4,626.829735329821
500,27,4,627.082811298616
500,26,4,651.170631417777
1000,26,10,698.821194418339
5000,27,25,734.367424202329
