"num_trees","mtry","min_node_size","mean_Z_cv_error"
1000,31,4,13185.3084421309
500,26,5,14413.680957021
50000,26,10,14529.600038555
5000,26,93,14673.8887837792
50000,26,93,14750.7199874849
1000,26,4,15006.7549455739
500,26,10,15011.3536026841
1000,26,25,15273.0856116221
1e+05,26,93,15369.2427015741
1000,26,5,15453.3488631078
500,31,25,15514.0470561385
1e+05,26,4,15950.4125999958
1000,26,93,16112.9082495033
5000,26,93,16130.6643807343
50000,31,4,16345.1564947755
1000,26,5,16435.3320410259
1e+05,31,93,16439.8583957323
10000,26,4,16531.7788304635
50000,31,93,16660.3277751467
5000,26,5,16717.3134820636
5000,31,5,16776.6656778744
1000,31,4,17079.0215739871
10000,26,5,17147.3282593664
500,31,93,17258.0806190911
1000,26,93,17270.3322444378
500,26,93,17313.7717755712
1000,31,5,17328.2578133544
50000,26,25,17485.2092556945
50000,26,25,17597.0734803954
1e+05,31,10,17664.5387989546
10000,31,4,17907.711929036
5000,26,4,18088.1861715438
500,31,25,18651.9627456214
1e+05,26,4,18701.7593639506
50000,31,10,18749.7037756595
50000,31,25,18780.0514514898
5000,31,5,18789.0051145918
1e+05,26,10,18839.7369763231
500,26,93,19004.5069941776
1e+05,26,25,19265.0811528294
500,26,93,19277.1679142053
1000,31,4,19380.763363878
5000,26,93,19531.7434334917
500,31,5,19738.139622426
1e+05,26,25,19880.7495486809
1000,31,10,19919.7518356523
50000,31,93,20003.2693837465
1000,31,25,20292.8828498147
1e+05,31,5,20645.3558617034
10000,31,5,22022.767913003
