"num_trees","mtry","min_node_size","mean_Z_cv_error"
1000,5,25,205.06044377574
5000,5,93,216.216756084269
500,5,10,218.38225016912
5000,5,10,241.1871077787
50000,5,25,249.004376328959
5000,5,93,249.329719701093
1e+05,5,10,258.998271262128
1e+05,5,25,263.996204788685
10000,5,25,269.433117807873
10000,5,25,301.670333523687
50000,5,25,327.212407808667
50000,5,93,334.382902804858
500,5,93,336.689021720358
50000,5,5,347.90603602165
10000,5,25,349.293523682381
50000,5,25,369.113454830561
5000,5,25,382.929858788871
50000,5,93,383.757200673
1000,5,5,394.455721749039
500,5,4,397.978506173011
500,5,4,417.592144813488
1e+05,5,25,424.536119749332
10000,5,25,434.903120648349
1e+05,5,10,436.200022069311
500,5,10,436.375322743598
500,5,5,440.037356763625
10000,5,10,442.231133291595
10000,5,5,467.093807420413
1e+05,5,5,467.769098623325
5000,5,4,473.176464815255
5000,5,5,479.807394870032
1000,5,93,498.862985350749
1000,5,93,506.783724789621
50000,5,25,509.400183607744
5000,5,5,517.587435455379
1000,5,10,519.825975013275
1000,5,93,522.331704214437
1000,5,93,527.228178093774
1000,5,25,537.008595648164
500,5,5,553.293332427493
500,5,93,567.403527333891
10000,5,4,595.440729331608
1000,5,10,602.041846273223
1e+05,5,5,602.28549294975
1e+05,5,5,609.5199653945
5000,5,25,627.682022083419
1000,5,5,632.752743193974
500,5,10,637.072879138001
1e+05,5,4,640.086491774622
5000,5,93,676.709949783905
