"num_trees","mtry","min_node_size","mean_Z_cv_error"
10000,10,93,223.066444688124
50000,10,25,234.054095135992
1e+05,10,10,234.139331449172
5000,10,93,234.899368639567
5000,10,93,241.310298543318
10000,10,5,243.655650065016
5000,10,93,245.914082832182
1000,10,4,246.458704149859
10000,10,93,250.484899419614
1000,10,10,253.531868368846
5000,10,93,254.140416578768
50000,10,93,254.146220976494
500,10,25,255.040709551335
1000,10,25,255.655875685644
5000,10,5,258.077673325252
1000,10,93,258.903377113649
5000,10,93,259.957499919646
10000,10,93,260.009057450114
10000,10,93,260.014724976856
10000,10,10,262.948798324265
1000,10,93,263.117996655222
10000,10,10,264.025506691771
1e+05,10,93,264.040828637694
10000,10,10,267.886884264885
1000,10,10,270.286836448354
50000,10,93,271.589635126851
5000,10,25,274.565839835592
5000,10,5,274.947920882331
5000,10,10,275.57339178625
50000,10,93,277.920012651325
5000,10,4,281.54527447277
10000,10,4,282.28623590433
10000,10,4,286.066627659814
1000,10,4,288.969464180896
1e+05,10,93,292.186694308953
1e+05,10,10,292.508121304479
5000,10,5,297.203144856331
10000,10,10,298.346030194868
1e+05,10,5,299.342631352631
500,10,4,301.254965508164
10000,10,10,301.273954622024
5000,10,5,302.16710509362
1000,10,10,302.799320100279
5000,10,10,303.140708484003
50000,10,10,307.37225883711
500,10,5,312.271124453705
1e+05,10,10,315.446476408382
1e+05,10,5,320.248361990257
5000,10,4,321.821978020525
500,10,5,323.592889325076
