"num_trees","mtry","min_node_size","mean_Z_cv_error"
1e+05,10,93,207.774202236711
50000,10,10,232.691706478068
50000,10,25,239.7452355016
1e+05,10,25,244.992963663467
5000,10,25,248.000997744988
5000,10,25,248.538965835143
10000,10,5,250.742747212876
5000,10,93,254.175792059791
50000,10,25,255.402182541917
1000,10,93,256.251863254611
500,10,93,258.426190059587
5000,10,4,262.231816532751
500,10,93,264.730537869015
50000,10,25,265.435353704686
5000,10,93,266.18973154034
1000,10,25,268.453216909723
50000,10,93,271.720620425901
1e+05,10,93,273.04375013173
5000,10,5,273.455666407186
500,10,10,276.035267332663
50000,10,93,284.488772707552
50000,10,93,285.18762884638
1000,10,25,285.33223168566
5000,10,10,286.5679478033
500,10,5,287.802026140572
1e+05,10,5,287.954914599726
1e+05,10,4,290.408571933874
5000,10,4,290.417921572718
10000,10,93,292.39089845626
10000,10,10,300.317148019578
5000,10,5,301.634741010852
1000,10,93,305.088890447856
5000,10,4,305.097273066581
50000,10,25,305.174806641455
5000,10,5,306.185282362928
10000,10,4,306.78182263104
1000,10,5,307.862954064506
10000,10,4,311.27924703735
1000,10,5,316.824088628295
1000,10,10,323.329981741126
1e+05,10,10,325.481252690114
500,10,4,333.032078031271
500,10,4,333.048928173584
5000,10,5,338.649389420506
1e+05,10,4,343.567474912578
1000,10,4,343.760289364441
1e+05,10,4,345.268943337204
5000,10,4,356.142788078878
1000,10,5,373.063428477283
500,10,4,382.485426277933
