"num_trees","mtry","min_node_size","mean_Z_cv_error"
500,10,25,213.19277793687
5000,10,93,222.052674972838
10000,10,93,224.163588048208
1000,10,93,231.619458113672
1e+05,10,25,233.096820203843
50000,10,25,244.72351111409
1000,10,93,245.051954344245
1e+05,10,4,246.965637254284
5000,10,93,250.159181433826
10000,10,10,251.980616706562
500,10,10,253.232912007249
50000,10,10,253.403684908684
10000,10,25,256.475116514434
50000,10,4,257.447909725489
1e+05,10,25,257.470494140024
10000,10,25,257.804371968306
50000,10,25,258.292284262378
5000,10,10,258.682035678178
1000,10,10,259.199518719268
500,10,10,260.96624656117
1e+05,10,25,261.86525515456
50000,10,4,263.771682881362
5000,10,4,267.120726657961
5000,10,25,268.347953437306
500,10,5,273.575960633024
5000,10,25,274.14110620879
500,10,5,277.311801918062
1e+05,10,25,279.501014642795
1000,10,5,282.000149441105
500,10,25,285.384046863087
1000,10,5,287.784102769987
1000,10,25,287.802068059165
1e+05,10,4,290.453654143383
5000,10,4,292.547216793721
5000,10,10,293.024157222096
1000,10,5,295.838850023849
1e+05,10,5,296.972260720596
10000,10,4,297.666134347555
500,10,10,297.692130937206
10000,10,4,304.375250820863
10000,10,5,308.095438678402
1e+05,10,4,308.868984381221
5000,10,4,310.227291096881
10000,10,4,313.851430998099
10000,10,25,315.198305162215
500,10,5,320.234085720681
5000,10,4,324.996104014758
1e+05,10,4,334.43499176036
1e+05,10,5,351.448751128512
500,10,4,356.641409318662
