"","b","c","alpha","mse","mse_debiased"
"CF",10.6736144646834,-10.8661536013801,0,3205.64252179727,3199.76018754756
"CBoost",10.6736144646834,-10.8661536013801,0,3225.70845613949,3199.76018754756
"CMARS",10.010040351082,-10.8167278051726,0.0992691952583126,3452.57178955502,3182.03627249307
"PTOForest",9.87366536268217,-8.31885687058382,0.369686803835,3169.04517422237,3179.18893920447
"XBoosting",NA,NA,NA,NA,NA
"XRF",10.0515156755145,-9.35054673414889,0.281088939684013,3172.37041948597,3185.2627040999
"XBART",10.6736144646834,-10.8661536013801,0,3294.59609584087,3199.76018754756
"RBoosting",10.6736144646834,-10.8661536013801,0,3237.83866374813,3199.76018754756
"RLasso",10.7086292396976,-7.4586375756388,0.38805746515714,3206.21104597917,3197.7376159761
"RSlearner",10.6736144646834,-10.8661536013801,0,3227.58377256653,3199.76018754756
"stack",9.67974201316535,-8.72875379532245e-15,0.999999999999999,3171.27626213011,3171.27626213011
