"","b","c","alpha","mse","mse_debiased"
"CF",5.99247987874743,-0.89514096346246,7.58173003091729,2323.66209443183,2235.13975824331
"CBoost",6.07631198264537,-14.006062154938,5020.58830436707,2348.90885119453,2281.84607668719
"CMARS",7.21129813036315,-8.85791468039319,0.398493344632988,2350.58037549346,2284.9408196735
"PTOForest",4.30523065990809,-13.8843234676542,2.61736270658555,2270.79262962149,2156.14889609377
"XBoosting",NA,NA,NA,NA,NA
"XRF",6.10229022450115,-12.0856272643527,0.974240746940294,2329.96533304018,2280.14345392278
"XBART",6.15867585034664,-14.6261742838171,1.30638037027954,2256.59916905625,2182.71618449824
"RBoosting",6.7511053238792,-67.9419333442842,108.051245742804,2352.52156310609,2265.73648774371
"RLasso",6.15339460243644,-13.6383054861648,0,2357.45374395293,2286.91602662221
"RSlearner",NA,NA,NA,NA,NA
"stack",5.96275322116666,2.28271182019775e-14,0.999999999999997,2094.16486791595,2094.16486791595
