"","b","c","alpha","mse","mse_debiased"
"CF",8.16083100613308,4.23247356784337,0,2315.45877513925,2265.59042297328
"CBoost",8.16083100613308,4.23247356784337,0,2270.6020252779,2265.59042297328
"CMARS",8.16083100613308,4.23247356784337,0,3701.98281650524,2265.59042297328
"PTOForest",8.16083100613308,4.23247356784337,5.55111512312578e-17,2509.58743381581,2265.59042297328
"XBoosting",NA,NA,NA,NA,NA
"XRF",8.34250621248891,6.7687755731103,0.264450445680382,2333.8689937522,2267.55826797843
"XBART",8.30395671632967,7.08646065402455,0.324229215621831,2342.35966802171,2260.42087750688
"RBoosting",8.16083100613308,4.23247356784337,0,2270.39096088781,2265.59042297328
"RLasso",8.27322559764604,145.375877860215,27.8428480265712,2288.40428377958,2266.71231301171
"RSlearner",8.16083100613308,4.23247356784337,0,2447.71218248371,2265.59042297328
"stack",8.45132839174577,-7.99020560358164e-13,1.0000000000002,2261.72751132121,2261.72751132122
