"","b","c","alpha","mse","mse_debiased"
"CF",-1.23759790596547,0.060586501757996,0.961455757419755,73.8006654825363,73.7969084806441
"CBoost",-1.24208427999027,0.298329767409957,0,73.9330335514313,73.8239532478109
"CMARS",-1.24208427999027,0.298329767409957,2.77555756156289e-17,75.2233308098413,73.8239532478109
"PTOForest",-1.23100795425797,0.128141676728061,0.582750872389,73.6786170553854,73.5935834738196
"XBoosting",NA,NA,NA,NA,NA
"XRF",-1.23754320011656,0.241275725047051,0.158146495677486,73.9622661109416,73.8049353691133
"XBART",-1.24208427999027,0.298329767409957,0,74.7350989764749,73.8239532478109
"RBoosting",-1.09242414559052,-1.06538251965977,2.38793055169515,72.9269898994933,72.3482059761533
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-1.18222635851985,0.126380001781164,0.449567957552117,73.5870804958167,73.5193538063499
