"","b","c","alpha","mse","mse_debiased"
"CF",-1.03272095613096,3.17757966526149,1.40334074155411,564.641654811799,563.172056381562
"CBoost",-1.04021240963523,0.701711797314734,0,563.333254298956,563.222487236456
"CMARS",-1.04021240963523,0.701711797314734,0,570.223881660013,563.222487236456
"PTOForest",-1.04428164119233,1.90359085919437,0.396212363943961,566.721015362172,563.171657925236
"XBoosting",NA,NA,NA,NA,NA
"XRF",-1.0324479847868,1.30678817914719,0.454265814503111,564.44317059579,562.598938101187
"XBART",-1.02489981650684,1.60573694945901,0.590229220695194,563.80173316406,562.104106953598
"RBoosting",-1.01640485206072,-2.71882069662691,8.12476813425985,563.147709070218,562.819548609499
"RLasso",-1.04021240963523,0.701711797314734,0,564.674768027305,563.222487236456
"RSlearner",NA,NA,NA,NA,NA
"stack",-1.02329668359529,1.88863637684825e-09,1,561.95683784492,561.956837844964
