"","b","c","alpha","mse","mse_debiased"
"CF",0.846840902199955,-0.189893708454786,8.88178419700125e-16,31.7165587866293,31.6961546747547
"CBoost",0.846840902199955,-0.189893708454786,0,31.7216751209653,31.6961546747547
"CMARS",0.846840902199955,-0.189893708454787,0,33.0191072472194,31.6961546747547
"PTOForest",0.846840902199955,-0.189893708454787,0,32.9122243012835,31.6961546747547
"XBoosting",NA,NA,NA,NA,NA
"XBART",0.846840902199955,-0.189893708454786,0,31.918387493188,31.6961546747547
"XRF",0.846840902199955,-0.189893708454786,0,32.5079321447494,31.6961546747547
"RBoosting",0.854126379223651,-8.58209492458404,17.1077078633998,31.8078995500556,31.5807883580013
"RLasso",NA,NA,NA,NA,NA
"stack",0.832946517403244,-2.73528910545435,2.23948054565226,31.9532974582482,31.3972032734635
