"","b","c","alpha","mse","mse_debiased"
"CF",-0.0458505491397865,0.919292069597814,0,36.3267063738824,35.6915199098338
"CBoost",-0.0458505491397865,0.919292069597813,-2.27373675443232e-13,35.908818186946,35.6915199098338
"CMARS",-0.0458505491397865,0.919292069597813,0,36.7066771238353,35.6915199098338
"PTOForest",-0.0458505491397865,0.919292069597813,0,36.2002678703187,35.6915199098338
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0458505491397865,0.919292069597813,0,36.6146375631263,35.6915199098338
"XBART",-0.0458505491397865,0.919292069597813,0,38.8274913389845,35.6915199098338
"RBoosting",-0.0458505491397865,0.919292069597813,0,35.8404174580252,35.6915199098338
"RLasso",-0.0458505491397865,0.919292069597813,0,36.1239504934441,35.6915199098338
"RSlearner",NA,NA,NA,NA,NA
"stack",NA,NA,NA,NA,NA
