"","b","c","alpha","mse","mse_debiased"
"CF",-0.051948308935452,1.031235557181,0,29.6723560850827,29.0795638623666
"CBoost",-0.051948308935452,1.031235557181,0,29.3395875608059,29.0795638623666
"CMARS",-0.051948308935452,1.031235557181,0,52.1139739878797,29.0795638623666
"PTOForest",-0.051948308935452,1.031235557181,0,30.6726898603721,29.0795638623666
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.051948308935452,1.031235557181,0,31.785060851683,29.0795638623666
"XBART",-0.051948308935452,1.031235557181,1.11022302462516e-16,32.8537693128434,29.0795638623666
"RBoosting",-0.051948308935452,1.031235557181,0,29.6626572627384,29.0795638623666
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",NA,NA,NA,NA,NA
