"","b","c","alpha","mse","mse_debiased"
"CF",1.16622244020128,-0.495994127045558,0,52.6517740857492,52.4921709010434
"CBoost",1.15862793804462,-0.434998320047323,8.6643281689682,52.5537713817424,52.4673814698832
"CMARS",1.16622244020128,-0.49599412704556,0,54.1924153935298,52.4921709010434
"PTOForest",1.15942518276368,-0.209251648171888,0.380199541114666,52.4978961144065,52.4562952925819
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.16622244020128,-0.49599412704556,0,53.1909077469039,52.4921709010434
"XBART",1.16622244020128,-0.49599412704556,0,54.2325315558315,52.4921709010434
"RBoosting",1.2121398232077,-10.5208007017764,20.7036144003947,52.7273003922558,52.3769777681381
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",1.19735175336089,-1.62855271397005e-13,0.999999999999685,52.3152938962146,52.3152938962146
