"","b","c","alpha","mse","mse_debiased"
"CF",0.373852040415111,-1.00278632419236,0,92.3637238120366,92.310612583509
"CBoost",0.372547291492547,-0.711201283268308,111.5867968661,92.5377046338846,91.4998406875751
"CMARS",0.373852040415111,-1.00278632419235,0,93.1171864714596,92.310612583509
"PTOForest",0.373852040415111,-1.00278632419235,0,93.3632709474578,92.310612583509
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.373852040415111,-1.00278632419235,0,93.3060028213969,92.310612583509
"XBART",0.373852040415111,-1.00278632419235,0,94.3672645070003,92.310612583509
"RBoosting",0.373367006755978,-7.24448021200705,12.6804765116862,92.8342878382702,92.163030638786
"RLasso",NA,NA,NA,NA,NA
"RSlearner",0.373852040415111,-1.00278632419235,0,92.409582960927,92.310612583509
"stack",0.372093822933867,-2.50938709461677e-14,0.999999999999962,91.365069704676,91.365069704676
