"","num.trees","maxleaves","eps","splitSpread","X560L","X0.00839844681359646","num.trees.1","maxleaves.1","eps.1","splitSpread.1","num.trees.2","maxleaves.2","eps.2","splitSpread.2","X163L","X13.6387814853205","num.trees.3","maxleaves.3","eps.3","splitSpread.3","num.trees.4","maxleaves.4","eps.4","splitSpread.4","X231L","X19.6462320777826","num.trees.5","maxleaves.5","eps.5","splitSpread.5","num.trees.6","maxleaves.6","eps.6","splitSpread.6","X6184L","X0.894594548634892","num.trees.7","maxleaves.7","eps.7","splitSpread.7","num.trees.8","maxleaves.8","eps.8","splitSpread.8","X141L","X22.7414426238586","num.trees.9","maxleaves.9","eps.9","splitSpread.9","num.trees.10","maxleaves.10","eps.10","splitSpread.10","X577L","X0.0283678475740013","num.trees.11","maxleaves.11","eps.11","splitSpread.11","num.trees.12","maxleaves.12","eps.12","splitSpread.12","X2059L","X1.02143263591178","num.trees.13","maxleaves.13","eps.13","splitSpread.13","num.trees.14","maxleaves.14","eps.14","splitSpread.14","X24924L","X1.96353070498581","num.trees.15","maxleaves.15","eps.15","splitSpread.15","num.trees.16","maxleaves.16","eps.16","splitSpread.16","X148L","X16.9833138366572","num.trees.17","maxleaves.17","eps.17","splitSpread.17","num.trees.18","maxleaves.18","eps.18","splitSpread.18","X75L","X6.46255108464688","num.trees.19","maxleaves.19","eps.19","splitSpread.19"
"1",1000,5,5e-05,0.2,560,0.00839844681359646,1000,5,5e-05,0.2,10000,5,0.01,0.2,163,13.6387814853205,10000,5,0.01,0.2,50000,5,0.005,0.3,231,19.6462320777826,50000,5,0.005,0.3,10000,4,1e-04,0.1,6184,0.894594548634892,10000,4,1e-04,0.1,50000,5,0.01,0.5,141,22.7414426238586,50000,5,0.01,0.5,1000,5,1e-04,0.3,577,0.0283678475740013,1000,5,1e-04,0.3,10000,10,5e-05,0.2,2059,1.02143263591178,10000,10,5e-05,0.2,50000,5,5e-05,0.2,24924,1.96353070498581,50000,5,5e-05,0.2,10000,5,0.01,0.3,148,16.9833138366572,10000,5,0.01,0.3,500,10,0.01,0.2,75,6.46255108464688,500,10,0.01,0.2
