"","num.trees","maxleaves","eps","splitSpread","X1L","X0.0151627997957828","num.trees.1","maxleaves.1","eps.1","splitSpread.1","num.trees.2","maxleaves.2","eps.2","splitSpread.2","X274L","X1.70420753293021","num.trees.3","maxleaves.3","eps.3","splitSpread.3","num.trees.4","maxleaves.4","eps.4","splitSpread.4","X1L.1","X8.45300466970256e.05","num.trees.5","maxleaves.5","eps.5","splitSpread.5","num.trees.6","maxleaves.6","eps.6","splitSpread.6","X1L.2","X0.0272006292041209","num.trees.7","maxleaves.7","eps.7","splitSpread.7","num.trees.8","maxleaves.8","eps.8","splitSpread.8","X1L.3","X0.0400477581112565","num.trees.9","maxleaves.9","eps.9","splitSpread.9","num.trees.10","maxleaves.10","eps.10","splitSpread.10","X2L","X221.013121547088","num.trees.11","maxleaves.11","eps.11","splitSpread.11","num.trees.12","maxleaves.12","eps.12","splitSpread.12","X1L.4","X0.000478508257389631","num.trees.13","maxleaves.13","eps.13","splitSpread.13","num.trees.14","maxleaves.14","eps.14","splitSpread.14","X1L.5","X167.80337665225","num.trees.15","maxleaves.15","eps.15","splitSpread.15","num.trees.16","maxleaves.16","eps.16","splitSpread.16","X6L","X14.7857660198853","num.trees.17","maxleaves.17","eps.17","splitSpread.17","num.trees.18","maxleaves.18","eps.18","splitSpread.18","X1L.6","X1.34529945688118","num.trees.19","maxleaves.19","eps.19","splitSpread.19"
"1",500,10,5e-05,0.1,1,0.0151627997957828,500,10,5e-05,0.1,10000,4,5e-05,0.5,274,1.70420753293021,10000,4,5e-05,0.5,500,4,5e-06,0.2,1,8.45300466970256e-05,500,4,5e-06,0.2,500,5,1e-04,0.3,1,0.0272006292041209,500,5,1e-04,0.3,1000,5,5e-05,0.1,1,0.0400477581112565,1000,5,5e-05,0.1,50000,10,0.01,0.3,2,221.013121547088,50000,10,0.01,0.3,1000,5,5e-06,0.2,1,0.000478508257389631,1000,5,5e-06,0.2,10000,10,0.005,0.2,1,167.80337665225,10000,10,0.005,0.2,500,4,0.01,0.1,6,14.7857660198853,500,4,0.01,0.1,10000,5,5e-05,0.1,1,1.34529945688118,10000,5,5e-05,0.1
