"","b","c","alpha","mse","mse_debiased"
"CF",1.45496344928016,-5.01292075897395,2.02522953084445,1346.26969218851,1340.06227533885
"CBoost",1.07597265437021,-1.92452764205692,5481.07241050482,1356.07278260682,1338.60566636037
"CMARS",1.66801182160096,-2.48680449392657,0.841065632039436,1344.70365334538,1342.35571139294
"PTOForest",1.17275774428999,-1.91487528657767,1.06456211370977,1323.54682452519,1322.576777902
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.30987958386617,-0.763194832368324,1.69653178523797,1334.37970240331,1329.66221766143
"XBART",1.39149246825827,-1.6267009907098,0.783676086432908,1343.33321904313,1341.66617456154
"RBoosting",1.53906982856552,-32.2400993767711,62.9483205048709,1356.35396343165,1355.49229820834
"RLasso",1.49728542150008,-3.34530146029779,1.37289623066778,1347.49049672597,1344.94367151619
"RSlearner",1.54126687804781,-3.61162453743556,1.90270099279481,1348.29883520228,1344.41818336566
"stack",1.02752547465264,-9.9543853114227e-14,0.999999999999999,1316.36139009729,1316.36139009729
