"","b","c","alpha","mse","mse_debiased"
"CF",0.0869294019668651,0.569257477025951,0,474.266684977174,473.575321804157
"CBoost",0.0396621125393528,1.03683355539664,2002.12213546239,473.655139665601,472.309649475429
"CMARS",0.0762768741117016,0.904771701629291,0.32957777059006,474.409768700169,473.506925719074
"PTOForest",0.112117934421546,5.18834700170161,3.14334154343947,473.799617061725,472.054743852982
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.0826680213720144,1.235301943234,0.556870590079604,473.919655162443,472.392779133796
"XBART",0.0468636388773155,1.01512323245626,0.464735660502523,474.513997738653,472.461300972965
"RBoosting",0.0596412161635875,-3.06886991859957,7.72953249313795,473.480840914674,473.173367924853
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.0546876409808563,-4.54464660795986e-15,0.999999999999999,471.035385483711,471.035385483711
