"","b","c","alpha","mse","mse_debiased"
"CF",0.356660705091085,-0.328316652829033,0,24.4122225668352,24.0119297047755
"CBoost",0.320802057259294,-0.217968737925805,4371.37050539645,24.0474124150244,23.8466177412484
"CMARS",0.356660705091085,-0.328316652829033,1.11022302462516e-16,25.0979485481649,24.0119297047755
"PTOForest",0.356660705091086,-0.328316652829033,0,26.0147443445562,24.0119297047755
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.356660705091085,-0.328316652829033,0,25.3057022346108,24.0119297047755
"XBART",0.35740668057063,-0.257768376843588,0.453009246572208,24.0648134984346,23.9257449016663
"RBoosting",0.356660705091086,-0.328316652829033,0,24.4353466871631,24.0119297047755
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.326622960033794,-2.29102181876849e-16,0.999999999999999,23.8093227475142,23.8093227475142
