"","b","c","alpha","mse","mse_debiased"
"CF",0.02762121352396,0.534810675354537,0,50.5875600171943,49.8202277037433
"CBoost",0.02762121352396,0.534810675354536,0,49.9312092270213,49.8202277037433
"CMARS",0.0247651728180517,0.724232581991257,0.125530292126809,51.199249868029,49.8130131548179
"PTOForest",0.02762121352396,0.534810675354536,0,52.4202826801821,49.8202277037433
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.0394041040423811,1.08220850229814,0.466023128100982,50.5613534105067,49.785416210687
"XBART",0.02762121352396,0.534810675354536,0,53.3054383461351,49.8202277037433
"RBoosting",0.0276212135239601,0.534810675354536,0,50.3464466251342,49.8202277037433
"RLasso",NA,NA,NA,NA,NA
"RSlearner",0.02762121352396,0.534810675354535,0,50.5664672021103,49.8202277037433
"stack",0.0372689622091982,4.23074641993733e-15,0.999999999999989,49.7833453470408,49.7833453470408
