"","b","c","alpha","mse","mse_debiased"
"CF",-0.625184838881592,0.53391876217977,0,73.1760345759766,73.1434413092259
"CBoost",-0.562828418830451,0.325454111734238,49.4332426063606,73.203235205042,72.3898012534084
"CMARS",-0.625184838881592,0.533918762179768,0,74.4270902184554,73.1434413092259
"PTOForest",-0.619964660569971,0.514054262601193,0.0534813929926953,75.7509737962803,73.1282659681088
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.615321924354479,0.449496693157723,0.257091741742979,73.2425311763923,73.1137516071012
"XBART",-0.609731562306119,0.510710764172678,0.128623715178632,73.8601366142615,73.1062872359708
"RBoosting",-0.491361504625456,-0.685487634544869,2.13524349474633,72.4221600458436,72.0934246432189
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.432647979520381,1.98142756466228e-15,1,71.3899461672258,71.3899461672258
