"","b","c","alpha","mse","mse_debiased"
"CF",2.72445318532272,0.654713650117174,2.8421709430404e-14,382.619042832883,382.112012289549
"CBoost",2.74719140705644,1.24893524614759,606.332037009363,382.17275694601,380.312003192396
"CMARS",2.70663587361936,1.8682166696155,1.2975046498557,380.580725813578,379.914078340941
"PTOForest",2.73815765057088,0.481695669101487,0.388690815717176,382.482886666217,382.064935795082
"XBoosting",NA,NA,NA,NA,NA
"XRF",2.72488978046691,0.679679381688867,0.0217367163271592,386.440024723118,382.112653845124
"XBART",2.72532311185532,1.09349832220697,0.427611643280017,383.46343768114,381.18443503999
"RBoosting",2.75190535088654,0.351459750918606,2.14963987355665,381.595692265991,381.393880562891
"RLasso",2.72445318532272,0.65471365011715,2.77555756156289e-17,382.705698329197,382.112012289549
"RSlearner",NA,NA,NA,NA,NA
"stack",2.73019905571149,3.43308719579678e-10,0.999999999999997,379.502812756345,379.502812756366
