"","b","c","alpha","mse","mse_debiased"
"CF",1.17068972706159,-2.89890493997535,0,437.420600168046,436.019518766462
"CBoost",1.17090473275192,-2.88551165631917,21.6768971705305,438.204860834454,436.0158000364
"CMARS",1.17325097398787,-2.67839213274951,0.352404455933209,437.740096734453,435.880770642649
"PTOForest",1.18445556116627,0.0625576379303485,1.62689367587266,435.967061056113,435.587716009897
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.18894878901105,-2.74125787079036,0.380060484672701,438.386829489888,435.681215510153
"XBART",1.13586467921809,-2.71947919863792,0.756444274811788,436.434380982015,434.459572404035
"RBoosting",1.17068972706159,-2.89890493997535,0,438.925380804523,436.019518766462
"RLasso",1.17054542683529,-2.43698184429371,0.765031571748307,437.255418308434,435.855347041527
"RSlearner",NA,NA,NA,NA,NA
"stack",1.14197173682513,-5.05121815475079e-16,1,434.458659933467,434.458659933467
