"","b","c","alpha","mse","mse_debiased"
"1",1.4873126489151,1.27998940961101,0,246.151999975937,238.729219583351
"2",1.4873126489151,1.27998940961101,0,239.053045122655,238.729219583351
"3",1.4873126489151,1.27998940961101,0,252.171542488322,238.729219583351
"4",NA,NA,NA,NA,NA
"5",1.4873126489151,1.27998940961101,0,243.873481260876,238.729219583351
"6",1.47344284192374,1.53380536057027,0.0902129804351079,246.441565136782,238.64628169194
"7",1.4873126489151,1.27998940961101,0,244.537355705391,238.729219583351
"8",NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA
"10",1.47344284192374,-2.38735924881613e-14,1.00000000000002,238.64628169194,238.64628169194
