"","b","c","alpha","mse","mse_debiased"
"CF",1.39979494837557,0.969769448782708,4.12896215440296,57.9015000729403,57.5354220216178
"CBoost",1.43250340108486,-1.50699997672513,4710.13434930392,58.2822037217037,57.9804679761638
"CMARS",1.44806390516422,-0.807639413584038,0.0971897429182028,65.6158874466925,58.2402460612448
"PTOForest",1.43341551134948,-0.700982796056811,0.311792105565899,59.3404705944299,58.0169004103116
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.44618647130892,-0.820228867512329,0.779104574527479,58.0326418634623,57.9926659409416
"XBART",1.42221399084999,-1.02043862567242,0.0560153154518845,63.21687855745,58.2137045838465
"RBoosting",1.15728508249068,-3.04918744680764,4.10936572722001,57.7211450549173,56.0978103109929
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",1.17519784130984,-7.86560302550499e-16,1,56.1034248158566,56.1034248158566
