"","b","c","alpha","mse","mse_debiased"
"CF",-0.950485982226172,1.85477289393799,1.76461299890848,104.449518429783,103.95021011724
"CBoost",-1.02651437225715,0.445072418081999,198.455700606429,104.489050166648,104.402933577548
"CMARS",-0.990605230766,0.357642614542101,0.0358562264562812,106.480503614374,104.452674997673
"PTOForest",-1.14062227397577,0.725825973644795,0.402729476781063,106.412976178429,104.263471672978
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.943051080235966,0.552594480830265,1.60643019404122,104.097330188431,103.93657735444
"XBART",-0.987260247798244,0.816845026285688,0.473090380423624,105.140881859955,103.568492695811
"RBoosting",-1.01107003933446,-6.25689600103921,13.817147746754,104.428345205394,104.287714753275
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-1.11914398881619,6.85438840547058e-16,1,103.180513765343,103.180513765343
