"","b","c","alpha","mse","mse_debiased"
"CF",2.58090520587093,-3.04242984864918,0,3610.41194590039,3595.14827089334
"CBoost",2.56737763450133,-3.00529708826795,956.795035060719,3597.83096067621,3594.1346883821
"CMARS",2.58090520587093,-3.04242984864918,0,3735.99537538472,3595.14827089334
"PTOForest",2.50628313561876,-3.77463120203696,0.520322579634206,3598.91473041796,3588.26966941851
"XBoosting",NA,NA,NA,NA,NA
"XRF",2.58090520587093,-3.04242984864918,0,3629.21931091518,3595.14827089334
"XBART",2.58090520587093,-3.04242984864918,0,3685.02080000069,3595.14827089334
"RBoosting",2.58090520587093,-3.04242984864918,0,3619.50064740837,3595.14827089334
"RLasso",2.58090520587093,-3.04242984864918,0,3665.82277868372,3595.14827089334
"RSlearner",2.58090520587093,-3.04242984864918,0,3651.38364283674,3595.14827089334
"stack",2.50310513948307,-6.52416294969862e-15,0.999999999999999,3588.08001275359,3588.08001275359
