"","b","c","alpha","mse","mse_debiased"
"CF",1.1016898896479,0.420849368117995,0,93.5858560987527,92.1651605053319
"CBoost",1.10168988964791,0.420849368117995,0,92.2654627538612,92.1651605053319
"CMARS",1.10168988964791,0.420849368117995,0,94.8502129910444,92.1651605053319
"PTOForest",1.10168988964791,0.420849368117995,0,94.3260653923814,92.1651605053319
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.10168988964791,0.420849368117995,0,93.3905898395813,92.1651605053319
"XBART",1.09704384120551,0.4057349182055,0.168766321301887,93.1272864084781,92.1125331728643
"RBoosting",1.10168988964791,0.420849368117995,0,94.0652791438098,92.1651605053319
"RLasso",1.10168988964791,0.420849368117995,0,93.4431207159228,92.1651605053319
"RSlearner",1.10168988964791,0.420849368117993,0,92.4569617820005,92.1651605053319
"stack",1.09704384120551,1.81900547767675e-14,0.999999999999959,92.1125331728643,92.1125331728643
