"","b","c","alpha","mse","mse_debiased"
"CF",-0.0741761596552621,-0.203356983338916,0,1.53722554373149,1.52087765923276
"CBoost",-0.0665686507126852,-0.146823942725828,11082.469594448,1.53103406166908,1.50914175334519
"CMARS",-0.0765119276352686,-0.181405318211583,0.568865059330138,1.52572717747374,1.51556694999904
"PTOForest",-0.0795411986082198,-0.209121352486498,0.209944214383563,1.56600938455462,1.51960206521795
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0741761596552621,-0.203356983338916,0,1.53951126425583,1.52087765923276
"XBART",-0.0741761596552621,-0.203356983338916,0,1.56331940672103,1.52087765923276
"RBoosting",-0.0757245418182484,-0.261516432609424,0.241056160567422,1.58090407265005,1.51998373255136
"RLasso",-0.0741761596552621,-0.203356983338916,0,1.54636445179474,1.52087765923276
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.0743725839510784,2.74117236143127e-16,0.999999999999999,1.50212793242381,1.50212793242381
