"","b","c","alpha","mse","mse_debiased"
"CF",0.187520613315841,-0.355450821464556,0,1.11401294260987,1.10996676727887
"CBoost",0.182589620631706,-0.275177289170858,667.613301634873,1.13926250371021,1.1055251680624
"CMARS",0.187520613315841,-0.355450821464556,0,1.12091321312157,1.10996676727887
"PTOForest",0.187520613315841,-0.355450821464556,-2.22044604925031e-16,1.12455402538712,1.10996676727887
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.187520613315841,-0.355450821464556,0,1.11923279168918,1.10996676727887
"XBART",0.187089687403053,-0.31256804072304,0.174011041458366,1.13427349828199,1.10873983351707
"RBoosting",0.187196898611249,-0.351188647324072,0.0369095498155285,1.14398090026422,1.10980974703396
"RLasso",0.187520613315841,-0.226946975554212,0.489795918367347,1.11154141741189,1.10996676727887
"RSlearner",0.187525918162446,-0.339018660428657,0.0610801693389609,1.11319446903158,1.10996077779547
"stack",0.182772126856803,2.31394948048168e-15,1.00000000000001,1.10511404310703,1.10511404310703
