"","b","c","alpha","mse","mse_debiased"
"CF",-1.73763608313142,-0.267108651629089,1.35637575259541,1511.86288315119,1511.74104880374
"CBoost",-1.72534021097363,2.3642002280748,0,1513.94802102334,1512.287832347
"CMARS",-1.72193075489617,2.2122296090331,0.158219483470715,1521.2399735391,1511.96920533497
"PTOForest",-1.72534021097363,2.3642002280748,0,1531.49449600428,1512.287832347
"XBoosting",NA,NA,NA,NA,NA
"XRF",-1.72534021097363,2.3642002280748,0,1518.07203230786,1512.287832347
"XBART",-1.73704296311059,2.17697529042951,0.34030840902214,1522.89106991851,1508.89985262691
"RBoosting",-1.72534021097363,2.3642002280748,0,1515.37116555208,1512.287832347
"RLasso",NA,NA,NA,NA,NA
"RSlearner",-1.74073174855779,2.02974161492958,0.461481042243309,1513.76984779745,1510.93617767004
"stack",-1.7394409556934,2.33229822320558e-15,1,1508.84180666463,1508.84180666463
