"","b","c","alpha","mse","mse_debiased"
"CF",11.3009143492089,25.6549493529364,2.64651603541035,3383.87955005135,3375.54564619285
"CBoost",12.3530767743931,8.24066168385674,5404.85939189317,3396.61128696144,3357.03385566985
"CMARS",10.2980973030562,-2.56512806659866,0.284825388098089,3467.14478200064,3343.0613172297
"PTOForest",8.5037190638477,14.371023569062,1.62733613270252,3286.90595209303,3251.69924011843
"XBoosting",NA,NA,NA,NA,NA
"XRF",9.43545226593249,3.85213387918498,1.50147523507448,3312.32817567089,3295.91190605417
"XBART",10.8472889817392,9.38124577790699,0.699378846220945,3363.00294612873,3339.02301470013
"RBoosting",11.4018454613179,-0.293696583650832,0.23566264525572,3405.66077895935,3390.31626062516
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",9.36399946115728,1.01453858675455e-14,0.999999999999999,3220.15381500777,3220.15381500777
