"","b","c","alpha","mse","mse_debiased"
"CF",0.141814299992153,-0.425057053565979,0,1.76815699117322,1.70661365172687
"CBoost",0.140016517068263,-0.43079377195965,582.649894897116,1.75178230849049,1.70583425357039
"CMARS",0.141814299992153,-0.425057053565979,0,1.82591811209995,1.70661365172687
"PTOForest",0.141814299992153,-0.425057053565979,0,1.81394794643908,1.70661365172687
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.141814299992153,-0.425057053565979,0,1.78547362061845,1.70661365172687
"XBART",0.136539994611921,-0.434376005533655,0.215954297253072,1.76630813636593,1.70422443653488
"RBoosting",0.13557342280911,-0.607328469830418,0.567112247466607,1.84088193259655,1.70001330217844
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.133710589453483,-7.53768980380714e-16,0.999999999999999,1.69936803340219,1.69936803340219
