"","num.trees","maxleaves","eps","splitSpread","X1L","X117.014731314811","num.trees.1","maxleaves.1","eps.1","splitSpread.1","num.trees.2","maxleaves.2","eps.2","splitSpread.2","X3L","X5.16276890401804","num.trees.3","maxleaves.3","eps.3","splitSpread.3","num.trees.4","maxleaves.4","eps.4","splitSpread.4","X1L.1","X0.0075418200743634","num.trees.5","maxleaves.5","eps.5","splitSpread.5","num.trees.6","maxleaves.6","eps.6","splitSpread.6","X1L.2","X13.4622835850457","num.trees.7","maxleaves.7","eps.7","splitSpread.7","num.trees.8","maxleaves.8","eps.8","splitSpread.8","X1L.3","X107.726825326537","num.trees.9","maxleaves.9","eps.9","splitSpread.9","num.trees.10","maxleaves.10","eps.10","splitSpread.10","X1L.4","X21.7496673513819","num.trees.11","maxleaves.11","eps.11","splitSpread.11","num.trees.12","maxleaves.12","eps.12","splitSpread.12","X1L.5","X80.3344345149432","num.trees.13","maxleaves.13","eps.13","splitSpread.13","num.trees.14","maxleaves.14","eps.14","splitSpread.14","X105L","X13.9841372345744","num.trees.15","maxleaves.15","eps.15","splitSpread.15","num.trees.16","maxleaves.16","eps.16","splitSpread.16","X1L.6","X0.000556812189803153","num.trees.17","maxleaves.17","eps.17","splitSpread.17","num.trees.18","maxleaves.18","eps.18","splitSpread.18","X1L.7","X136.963658583828","num.trees.19","maxleaves.19","eps.19","splitSpread.19"
"1",10000,10,0.01,0.2,1,117.014731314811,10000,10,0.01,0.2,500,4,0.005,0.5,3,5.16276890401804,500,4,0.005,0.5,500,4,5e-05,0.1,1,0.0075418200743634,500,4,5e-05,0.1,50000,5,1e-04,0.3,1,13.4622835850457,50000,5,1e-04,0.3,10000,5,0.01,0.2,1,107.726825326537,10000,5,0.01,0.2,1000,4,0.01,0.5,1,21.7496673513819,1000,4,0.01,0.5,10000,5,0.005,0.3,1,80.3344345149432,10000,5,0.005,0.3,50000,5,1e-04,0.5,105,13.9841372345744,50000,5,1e-04,0.5,1000,10,5e-06,0.2,1,0.000556812189803153,1000,10,5e-06,0.2,50000,4,0.01,0.1,1,136.963658583828,50000,4,0.01,0.1
