"","b","c","alpha","mse","mse_debiased"
"CF",0.00675044884463843,-0.455908567854124,0,29.3741243212582,29.1426553847975
"CBoost",0.0283605681748389,-0.621832676820083,6273.11507556529,29.1946358605571,29.0426384414577
"CMARS",0.0143401527029114,-0.505194413225992,0.082493647606483,29.9591930209682,29.1385125592912
"PTOForest",0.00675044884463843,-0.455908567854124,2.22044604925031e-16,29.8347145662309,29.1426553847975
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.00675044884463843,-0.455908567854124,0,29.8156617040434,29.1426553847975
"XBART",0.00675044884463841,-0.455908567854124,0,31.5028693910121,29.1426553847975
"RBoosting",0.00675044884463842,-0.455908567854124,0,29.4389742390852,29.1426553847975
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.0338641240862772,1.63991676578776e-15,1,29.040578594062,29.040578594062
