"","b","c","alpha","mse","mse_debiased"
"CF",-0.366521196052073,4.30433941951267,7.82499653809682,523.944797453534,522.918807669547
"CBoost",-0.405538460788678,-0.0544784346740745,300.318253476968,524.232492656085,523.823045587112
"CMARS",-0.417850844834262,0.877779603619831,1.71991906496056,521.932604054347,521.407063951736
"PTOForest",-0.384556570881518,-0.756790088438532,0.865892852235044,523.809727972848,523.608060075532
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.380094894099731,0.0191152516006186,0.287117765379139,525.962230095512,523.91849022458
"XBART",-0.386921931793562,0.0965743771936906,0.529737336033065,523.964498046568,522.739651065682
"RBoosting",-0.405242906097998,-1.93253148629866,4.26234721828792,523.566660504581,522.418720304782
"RLasso",NA,NA,NA,NA,NA
"RSlearner",-0.366883458961247,-0.150944133412833,0.091254752851711,524.245724079341,524.224136327339
"stack",-0.436939023386585,9.33673393525534e-10,1.00000000000001,519.297949799223,519.297949799232
