"","b","c","alpha","mse","mse_debiased"
"CF",1.00339497099537,-1.30275545238372,0,424.184635888158,423.310941267179
"CBoost",1.00941136632803,-1.26786946930407,138.753378934486,423.704537630605,423.259293654484
"CMARS",1.00339497099537,-1.30275545238372,-5.55111512312578e-17,426.644535491895,423.310941267179
"PTOForest",1.01656261449814,-1.65987574357629,0.553548244264915,424.189862073689,423.130138104668
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.00339497099537,-1.30275545238372,0,428.649636218031,423.310941267179
"XBART",1.01012029231628,-1.26849877017489,0.149630023234642,427.896027534828,423.189325383022
"RBoosting",1.01032937755496,-1.74800243972458,0.965955414448625,424.011219588244,423.273514704971
"RLasso",1.00339497099537,-1.30275545238372,0,424.776353777843,423.310941267179
"RSlearner",1.00339497099537,-1.30275545238372,0,424.661219168177,423.310941267179
"stack",1.01664470830444,-7.57636797261009e-15,0.999999999999995,423.130234667964,423.130234667964
