"","b","c","alpha","mse","mse_debiased"
"CF",0.701264074231269,200.893485848333,25.0915467661876,27115.6283832992,27000.9631345772
"CBoost",-0.112930881027797,-18.0879723423246,2.7458281697643,27153.1416631741,27030.3176629148
"CMARS",0.342811836665628,-9.37325912161819,2.00218398400641,26673.6157375722,26457.6636846258
"PTOForest",1.70815532190382,0.686407119287068,2.38024453237911,26854.4891139738,26684.3086111628
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.0852953701596061,-21.3295456300577,2.77555756156289e-17,27594.6639989224,27083.0343243921
"XBART",2.27194491621805,-6.46895251296706,1.11469179144563,26569.0457768575,26546.568356386
"RBoosting",0.0852953701596082,-21.3295456300577,1.13686837721616e-13,27204.9375518331,27083.0343243921
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",1.71721417870281,1.17779563059902e-13,0.999999999999999,26307.701839379,26307.701839379
