"","b","c","alpha","mse","mse_debiased"
"CF",11.8579802985682,-65.475124590475,3.01025187927786,35346.0864242876,34514.380017198
"CBoost",12.0096605239181,-54.1603768494087,0,35368.5822444024,34551.5059357207
"CMARS",12.0096605239181,-54.1603768494087,0,35568.6892064048,34551.5059357207
"PTOForest",12.0096605239181,-54.1603768494087,0,35999.0448018903,34551.5059357207
"XBoosting",NA,NA,NA,NA,NA
"XRF",12.0941410317232,-61.6774143256476,0.48123514587656,35747.3883883939,34528.0313494583
"XBART",12.0096605239181,-54.1603768494087,0,36820.4559519464,34551.5059357207
"RBoosting",10.5088969435714,-65.1582632630947,21.4536467763215,35263.9418099825,34404.9310986432
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",10.3419120845823,1.3850600988574e-13,1,34336.9453181442,34336.9453181442
