"","b","c","alpha","mse","mse_debiased"
"CF",1.81225878786595,0.603486929033032,0,101.522350487698,101.266267490982
"CBoost",1.81225878786595,0.60348692903303,0,101.312016753241,101.266267490982
"CMARS",1.81225878786595,0.60348692903303,0,103.32234635868,101.266267490982
"PTOForest",NA,NA,NA,NA,NA
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.45627567762612,0.983671729133134,2.13960913004023,100.032515743014,99.0810558562246
"XBART",1.8052314959194,0.624216118944013,0.0642536003485626,101.93346094548,101.236420403629
"RBoosting",1.79451760820285,-0.378877673458886,1.79297439263956,101.208372189962,101.181473431862
"RLasso",1.0800254195542,-0.574897926539645,1.60135301727731,97.8955213829067,96.8923799112312
"RSlearner",NA,NA,NA,NA,NA
"stack",1.05796642783917,-3.51208443368626e-15,1,96.7968413844881,96.7968413844881
