"","b","c","alpha","mse","mse_debiased"
"CF",-0.0256795537586593,0.718786841368562,0,493.701830951986,491.991549934243
"CBoost",-0.02537537701088,0.832710746194161,53.2082061744786,492.120643313019,491.976490444938
"CMARS",-0.0256795537586593,0.718786841368562,0,495.920156842603,491.991549934243
"PTOForest",-0.0256795537586593,0.718786841368562,0,494.243034940087,491.991549934243
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0256795537586593,0.718786841368562,0,499.246233606584,491.991549934243
"XBART",-0.0255880521932592,0.736358564544855,0.0103090289976112,498.309667671258,491.991018840915
"RBoosting",-0.0256795537586593,0.718786841368562,0,493.918441689593,491.991549934243
"RLasso",-0.0256795537586593,0.718786841368563,0,493.877466667402,491.991549934243
"RSlearner",-0.0256795537586593,0.718786841368562,0,493.551597147541,491.991549934243
"stack",-0.02537537701088,-2.09287453183995e-10,1.0000000000001,491.976490444938,491.976490444938
