"","b","c","alpha","mse","mse_debiased"
"CF",-0.442976238257118,-0.850208195143712,0,48.5671662502234,48.5557837347822
"CBoost",-0.433380654523548,-0.813574763948667,16.3841175514088,48.7223566342014,48.500668492666
"CMARS",-0.442976238257118,-0.850208195143712,0,49.2784136706522,48.5557837347822
"PTOForest",-0.430305002563494,-0.644492435710995,0.251712548862976,48.5658176324312,48.5380739627276
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.411308386141051,-0.0629116595864726,0.921778267143857,48.4346364622847,48.4361389735588
"XBART",-0.442976238257118,-0.850208195143712,0,50.4208267726316,48.5557837347822
"RBoosting",-0.446639906276845,-6.74240740215235,12.0427808601228,48.9845358168131,48.5040124947788
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.416982675936885,-1.05070351441191e-13,0.999999999999875,48.3901757545171,48.3901757545171
