"num_trees","mtry","min_node_size","mean_Z_cv_error"
50000,26,5,384.412800459017
1e+05,27,93,405.51847772775
10000,27,10,409.068602165633
10000,26,93,411.344450195349
10000,27,10,411.635537094643
500,26,5,418.212535077604
50000,26,25,426.998692076222
1000,27,93,443.056731906645
500,26,4,456.223858355719
1000,27,25,460.271871344085
500,27,93,461.72113694868
10000,26,4,466.184850900968
1000,27,4,485.631111880292
1000,27,5,493.339941637459
10000,27,10,496.099853649271
10000,26,4,496.756200378737
1e+05,27,10,497.078918652998
5000,27,4,500.046687581714
1000,27,10,500.309229495807
50000,27,4,503.029540346407
5000,26,5,516.890924486204
1000,26,25,523.673400846833
10000,27,93,523.980066255451
5000,26,25,532.289028029111
500,27,5,533.458809266883
1000,26,93,535.684220018392
10000,26,4,540.421085048416
1e+05,27,4,548.225326579171
10000,26,5,565.617263003541
5000,27,25,565.738029105496
1e+05,27,10,569.119675384491
50000,26,4,569.304640607832
1000,27,4,580.462899199662
50000,26,25,580.996676729312
10000,27,5,585.638577611409
10000,26,10,592.070926389565
1000,26,93,598.377727740922
5000,27,5,600.795008558677
1000,27,10,601.382270947585
10000,26,5,615.274380237035
5000,27,5,621.939096225081
1000,26,5,644.13685030476
50000,26,93,646.128539106462
10000,27,10,660.929424902316
10000,27,25,681.976650918514
500,26,25,706.020200918584
5000,26,93,730.690924534402
5000,26,25,734.310246097565
500,27,10,772.335820356776
50000,27,4,823.809538920015
